,platformId,platform,date,updated,type,description,postUrl,subscriberCount,score,media,likeAndViewCountsDisabled,languageCode,legacyId,id,statistics.actual.favoriteCount,statistics.actual.commentCount,statistics.expected.favoriteCount,statistics.expected.commentCount,account.id,account.name,account.handle,account.profileImage,account.subscriberCount,account.url,account.platform,account.platformId,account.verified,imageText,expandedLinks,translated_description,translated_imageText,description_cluster,Image_path,image_ocr,translated_image_ocr,accountHandle,party,Alignation
3409,3.3508259019999995e+29,Instagram,2024-04-21 03:19:56,2024-06-01 21:47:40,album,"मैनपुरी ने मान दिया ,सम्मान दिया.
जनता ने अब जान लिया है.
जनता को अब है विश्वास.

24 में आ रही है PDA सरकार",https://www.instagram.com/p/C6AhmeYoUHk/,304659,-1.4278377373,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/437941531_936496774879750_187598905933441013_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=Fm5gOQBccqkQ7kNvgH8z6uB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC0-bEEOotN7UQmWmixB7V5wgQsz5yID-U4BE0puQ9piQ&oe=666163DF', 'height': 711, 'width': 1066}]",False,hi,0,11320052|3350825902264107492,13378,57,19029,154,11320052,Dimple Yadav,socialist_dimpleyadav,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/57257158_401498690694702_7734465217890877440_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=CiOW75GFAY4Q7kNvgHUa2v-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-o1gYkrCdeumfI16HcdD4jt3Scg00jLX5WnBXycmlcA&oe=6661E32D,368258,https://www.instagram.com/socialist_dimpleyadav/,Instagram,13046533735,True,,,"mainpuri agreed honored
the public has now known
the public now has faith

pda government is coming in 24",,141,['../images\\image_3409_0.jpg'],,,socialist_dimpleyadav,SP,Left
3410,3.350825829e+29,Instagram,2024-04-21 03:19:48,2024-06-01 21:47:40,album,"मैनपुरी ने मान दिया ,सम्मान दिया.
जनता ने अब जान लिया है.
जनता को अब है विश्वास.

24 में आ रही है PDA सरकार",https://www.instagram.com/p/C6AhlZxoUqG/,304659,-1.317332784,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/437942598_393826270198267_8350784503401170233_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=r_qNURsrb5gQ7kNvgHQLiMq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBK9xyTHj0oTtJVR9MqJwB0aIy--P22T4zxnFDnGiHfGQ&oe=66615A34', 'height': 711, 'width': 1066}]",False,hi,0,11320052|3350825828595354246,14497,65,19029,154,11320052,Dimple Yadav,socialist_dimpleyadav,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/57257158_401498690694702_7734465217890877440_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=CiOW75GFAY4Q7kNvgHUa2v-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-o1gYkrCdeumfI16HcdD4jt3Scg00jLX5WnBXycmlcA&oe=6661E32D,368258,https://www.instagram.com/socialist_dimpleyadav/,Instagram,13046533735,True,,,"mainpuri agreed honored
the public has now known
the public now has faith

pda government is coming in 24",,141,['../images\\image_3410_0.jpg'],,,socialist_dimpleyadav,SP,Left
3433,3.350494316e+29,Instagram,2024-04-20 16:21:08,2024-06-01 21:47:40,album,"मैनपुरी की देवतुल्य जनता ने ठाना है,
24 में PDA सरकार बनाना है.",https://www.instagram.com/p/C5_WNQ1I7uz/,303971,-1.4870542636000001,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/437923938_7456899874422981_6693792123877381194_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=3TVTB60fWr8Q7kNvgGkbulN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDB8VmLppmltF6Cpa0zdkWiSiVaPrv3V8MVCdj3I_FvWw&oe=666178AD', 'height': 711, 'width': 1066}]",False,hi,0,11320052|3350494316234783667,12809,91,19029,154,11320052,Dimple Yadav,socialist_dimpleyadav,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/57257158_401498690694702_7734465217890877440_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=CiOW75GFAY4Q7kNvgHUa2v-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-o1gYkrCdeumfI16HcdD4jt3Scg00jLX5WnBXycmlcA&oe=6661E32D,368258,https://www.instagram.com/socialist_dimpleyadav/,Instagram,13046533735,True,,,"the deity of mainpuri has been determined by the people
pda government has to be formed in 24",,141,['../images\\image_3433_0.jpg'],,,socialist_dimpleyadav,SP,Left
3434,3.3504938889999994e+29,Instagram,2024-04-20 16:20:17,2024-06-01 21:47:40,album,"मैनपुरी की देवतुल्य जनता ने ठाना है,
24 में PDA सरकार बनाना है.",https://www.instagram.com/p/C5_WHC9osuT/,303971,2.0608872439,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/437387494_461314949801935_2293520624494821460_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=x5tYXN6ct3QQ7kNvgHWpYfU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-4ymDh_oNRkgB8qJfKwDIvG2O4nM6FBbZ2MF8RQgLeQ&oe=66616177', 'height': 711, 'width': 1066}]",False,hi,0,11320052|3350493889028082579,39331,203,19029,154,11320052,Dimple Yadav,socialist_dimpleyadav,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/57257158_401498690694702_7734465217890877440_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=CiOW75GFAY4Q7kNvgHUa2v-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-o1gYkrCdeumfI16HcdD4jt3Scg00jLX5WnBXycmlcA&oe=6661E32D,368258,https://www.instagram.com/socialist_dimpleyadav/,Instagram,13046533735,True,,,"the deity of mainpuri has been determined by the people
pda government has to be formed in 24",,141,['../images\\image_3434_0.jpg'],"L)

“

PF
","L)

""

PF",socialist_dimpleyadav,SP,Left
3439,3.350471702e+29,Instagram,2024-04-20 15:36:13,2024-05-21 18:18:53,album,"वैशाली लोकसभा क्षेत्र अंतर्गत साहेबगंज विधानसभा के भगवानपुर काशी, बसतपुर और नवलपुर में जनसंपर्क कर स्थानीय लोगों से मिली।

#अबकी_बार_400_पार 
#LokSabhaElection2024 
#NarendraModi 

@bjp4india @narendramodi @amitshahofficial @jpnaddaofficial @bjp4bihar @ichiragpaswan @samratchoudharybjp @idineshpdsingh",https://www.instagram.com/p/C5_RELwvP0U/,17454,1.0337552743,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/439318199_402196879240491_26080436145582516_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=D5Xa-AlPH7IQ7kNvgETGYkG&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYAlZEVAQfBdyBHTe589KnIcPv2QLpUtCmhsMijKv_z5_A&oe=6652A60C', 'height': 480, 'width': 480}]",False,en,0,8063813|3350471702084386068,238,7,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,"public relations in bhagwanpur kashi basatpur and nawalpur of sahebganj assembly under vaishali lok sabha constituency met local people

abki_bar_400_par
loksabhaetion2024
narendramodi

bjp4india narendramodi amitshahofficial jpnaddaoffecial bjp4bihar ichraagpaswan samratchoudharybjp idineshpdsingh",,8,[None],,,iveenadevi,LJSP,Left
3445,3.350460652e+28,Instagram,2024-04-20 15:14:15,2024-05-21 18:19:31,photo,"अमरोहा इतिहास लिखेगा 
दानिश अली को फिर से चुनेगा

अमरोहा जीत रहे हैं हम ।

#फिर_से_दानिश",https://www.instagram.com/p/C5_OjYlpXAd/,55497,5.0734870317,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t39.30808-6/438222216_18225599071276828_1441998347579137228_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=eLPIe4NFZrEQ7kNvgFJFBX7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC8s0afBx-mmbAcWG0w01TOSTdefQxwBjIoyZ81AEym8A&oe=6652C964', 'height': 1599, 'width': 1599}]",False,en,0,8063842|3350460652021182493,6978,64,1376,12,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,"कहो दिल से दानिश अली फिर से Subscribe UP Tak Trib LIVE hours ago आपके मुताबिक, इस अमरोहा लोकसभा सीट पर किसकी होगी जीत? ...Read more बैलटन. न. 2 इतिहास रचेगा अब नही रुकेंगा अमरोहा दानिश अली कुंवर सिंह तंवर 76% 16% डॉ. मुजाहिद डॉ.मुजाहिदडुसैन हुसेन 26K 26Kvotes votes 8% 551 2 कुवरटानाश निश ली 71 71 View all posts 5 कुँवर कुँबरदानिशअली दानिश अली कंग्रिसप्रत्याथी प्रत्याशी ပြိဇာက်ာအ(စ 물주)전러다 कहोदिलसे दानिशअलीफिरसे लीफिरसे दानिश",,"amroha will write history
will choose danish ali again

we are winning amroha

again_se_danish","Say, Danish Ali to Danish Ali again subscribe up tak trib live hours ago According to you, who will win this Amroha Lok Sabha seat?... Read more Balleton.No.2 History will not be stopped, Amroha Danish Ali Kunwar Singh Tanwar 76% 16% Dr. Mujahid Dr. Mujahidusain Hussain 26k 26kvotes Votes 8% 551 2 Kuvratanash Nishi Nishi Nishi 71 71 71 View All Posts 5 Kunwar Kubdanishi전러다 Kahodilsa Danish Alifirse Danish",-1,[None],,,kunwar_danish_ali,BSP,Left
3448,3.3504509079999998e+28,Instagram,2024-04-20 14:54:54,2024-05-21 18:19:31,photo,"संयुक्त गठबंधन की जनसभा को सफलतम बनाने के लिए मैं आपका दिल की गहराइयों से शुक्रिया अदा करता हूँ। 

धन्यवाद अमरोहा 

जय कांग्रेस - जय इंडिया गठबंधन 
कहो दिल से - कुँवर दानिश अली फिर से 

#KunwarDanishAli #VoteForCongress #RahulGandhi #AkhileshYadav #Amroha #Congress #incindia #india",https://www.instagram.com/p/C5_MVlnp56B/,55497,1.2874639769,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/439314609_459558556500243_2482221130420872612_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=celTvFJFU8UQ7kNvgEBDO3B&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCD07fOpXItVHF7fOq1quomb7RHnpex9g9Ux-tVzCWGWg&oe=6652B46A', 'height': 1818, 'width': 1440}]",False,hi,0,8063842|3350450907847827073,1774,13,1376,12,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,CONGRESS CONC धन्यवाद अमराजा ၁၇၀၀ INDIA लोकसभा क्षेत्र अमरोहा बर दानिश अली,,"i thank you from the depths of the heart for making the public meeting of the joint coalition successful

thank you amroha

jai congress  jai india alliance
kaho dil se  kunwar danish ali again

kunwardanishali voteforcongress",Congress conc thanks Amaraja ၁၇၀၀ India Lok Sabha constituency Amroha Bar Danish Ali,-1,[None],,,kunwar_danish_ali,BSP,Left
3466,3.350407608e+29,Instagram,2024-04-20 13:28:52,2024-05-21 18:18:53,photo,"वैशाली लोकसभा क्षेत्र अंतर्गत साहेबगंज विधानसभा के हिम्मतपट्टी और धारोपाली में जनसंपर्क कर स्थानीय लोगों से मिली।

#अबकी_बार_400_पार
#LokSabhaElection2024

@bjp4india @narendramodi @amitshahofficial @jpnaddaofficial @bjp4bihar @ichiragpaswan @samratchoudharybjp @idineshpdsingh",https://www.instagram.com/p/C5_CffTvQUw/,17454,-2.5106382979,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/439848770_1841031749678562_5156095456909052705_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=Pfc83OEQoaoQ7kNvgHz32tc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC4A0IAGvcMhTyuFfF2muPIsHrh1_FVRY0cBvLvjrCnUQ&oe=6652C184', 'height': 1080, 'width': 1080}]",False,hi,0,8063813|3350407607800890672,47,0,114,4,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,"ኔሳ तुनाव चुनावचिन्ह् हेलीकॉप्रछप श्रीमती वीणा देवी सांसद सह एनडीए प्रत्याशी, वैशाली लोकसभा क्षेत्र-16",,"public relations in himmatpatti and dharopali of sahebganj assembly under vaishali lok sabha constituency met local people

abki_bar_400_par
loksabhaetion2024

bjp4india narendramodi amitshahofficial jpnaddaoffecial bjp4bihar ichraagpaswan samratchoudharybjp idineshpdsingh",ኔሳ Tuv election,8,[None],,,iveenadevi,LJSP,Left
3469,3.350400354e+28,Instagram,2024-04-20 13:14:27,2024-05-21 18:19:31,album,"अमरोहा ने दिया संदेश 
फिर जीतेंगे जनादेश 

आज अमरोहा में इंडिया गठबंधन की संयुक्त जनसभा में उमड़ा जनसैलाब इस बात की गवाही दे रहा है कि अमरोहा उस आवाज़ के साथ है जिसने पिछले पाँच साल बेहतरीन नुमाइंदगी की मिसाल पेश की है। अमरोहा की लड़ाई को संसद के मंच पर ज़िंदा किया है। अमरोहा वालों से अनुरोध है इस आवाज़ को थमने न दें। आपके मुद्दे उठाने के लिए बहुत कम लोग हैं जो इस बेबाक़ी और निडरता से आपकी लड़ाई लड़ते हैं । इसलिए एक एक वोट हाथ के पंजे पर जाये और देश में इंडिया गठबंधन की सरकार बने। जिस से आपकी लड़ाई और मज़बूत हो सके। 

राहुल गाँधी जी व अखिलेश यादव की जा डायरेक्ट आशीर्वाद अमरोहा को मिला है और मिलता रहेगा। आपके साथ हमेशा हर लड़ाई में पहली पंक्ति में कुँवर दानिश अली खड़ा होगा। 

जय कांग्रेस - जय इंडिया गठबंधन ।।

#KunwarDanishAli #rahulgandhi #AkhileshYadav #incindia #samajwadiparty🚲 #AkhileshYadav #amroha",https://www.instagram.com/p/C5_A18FpNHc/,55497,4.6689342404000005,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t39.30808-6/438229696_18225585787276828_8353411093783765325_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=EpoqvgXjohEQ7kNvgGmfnE1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDrWEsnukFzCgPEUcXdozU9jQZedQbX0birs3GtWP1b5Q&oe=6652CB62', 'height': 1800, 'width': 1440}]",False,hi,0,8063842|3350400354438402524,8223,13,1756,8,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,,,"amroha gave a message
mandate will win again

today in the joint public meeting of the india alliance in amroha the masses are testifying that amroha is with the voice which has set an example of the best representation of the last five yearsthe battle of amroha is alive on the platform of parliamentthe amroha people are requested to not let this voice stopthere are very few people to raise your issues who fight your battle with this helpless and fearlesslytherefore one vote should go on hand claws and india coalition government was formed in the countryso that your fight can be strengthened

amroha has got and will continue to get the direct blessing of rahul gandhi and akhilesh yadavkunwar danish ali will always stand with you in every fight in the first line

jai congress  jai india alliance

kunwardanishali rahulgandhi akhileshyadav incindia",,115,[None],,,kunwar_danish_ali,BSP,Left
3472,3.350398511e+29,Instagram,2024-04-20 13:10:47,2024-05-21 18:18:53,photo,"वैशाली लोकसभा क्षेत्र अंतर्गत साहेबगंज विधानसभा के बैधनाथपुर और वासुदेवपुर सराय में जनसंपर्क कर स्थानीय लोगों से मिली।
#अबकी_बार_400_पार
#LokSabhaElection2024

@bjp4india @narendramodi @amitshahofficial @jpnaddaofficial @bjp4bihar @ichiragpaswan @samratchoudharybjp @idineshpdsingh",https://www.instagram.com/p/C5_AbHQP0bH/,17454,-2.8095238095,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/439900350_1098141934561015_1428578493477055436_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=u0nobmSiFgwQ7kNvgGkmxc9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYAg7NXV-jylMyETQ9f4bVjZfftZKpUjDQy-B6Xi695BAw&oe=6652A0D7', 'height': 1080, 'width': 1080}]",False,hi,0,8063813|3350398511001585351,41,1,114,4,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,"चुनावचिन्ह चुनाद हेलीकॉप्रछाप श्रीमती वीणा देवी श्रीमतीवीणादेवी सांसद सह एनडीए प्रत्याशी, वैशाली लोकसभा क्षेत्र-16",,"public relations in baidhanathpur and vasudevpur sarai of sahebganj assembly under vaishali lok sabha constituency met local people
abki_bar_400_par
loksabhaetion2024

bjp4india narendramodi amitshahofficial jpnaddaoffecial bjp4bihar ichraagpaswan samratchoudharybjp idineshpdsingh","Election mark Election Helicopachhap Mrs. Veena Devi Mrs. Mrs. Smt. MP cum NDA candidate, Vaishali Lok Sabha constituency-16",8,[None],,,iveenadevi,LJSP,Left
3514,3.350249816999999e+29,Instagram,2024-04-20 08:15:22,2024-05-21 18:18:53,photo,"वैशाली लोकसभा क्षेत्र अंतर्गत साहेबगंज विधानसभा के भतहंडी और अहियापुर में जनसंपर्क कर स्थानीय लोगों से मिली।

#अबकी_बार_400_पार 
#LokSabhaElection2024 

@bjp4india @narendramodi @amitshahofficial @jpnaddaofficial @bjp4bihar @ichiragpaswan @samratchoudharybjp @idineshpdsingh",https://www.instagram.com/p/C5-enVlvTVX/,17454,-2.4583333333,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/439136279_1112983303246965_1750858845913220208_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=bphAyvLW88oQ7kNvgFfI51y&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCDZBnHpZVQtL2S-ThncxpESbyJqjc2USkrETsBtExZRA&oe=6652C29A', 'height': 1080, 'width': 1080}]",False,hi,0,8063813|3350249817446888791,47,1,114,4,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,"TH चुनावचिन्ह चिन्ह चुनाव 0.008 ጎባ हैलोकाष्रडाप छाप श्रीमती वीणा देवी सांसद सह एनडीए प्रत्याशी, वैशाली लोकसभा क्षेत्र-16",,"public relations in bhathandi and ahiyapur of sahebganj assembly under vaishali lok sabha constituency met local people

abki_bar_400_par
loksabhaetion2024

bjp4india narendramodi amitshahofficial jpnaddaoffecial bjp4bihar ichraagpaswan samratchoudharybjp idineshpdsingh",Th Election System Election 0.008,8,[None],,,iveenadevi,LJSP,Left
3528,3.350197886e+28,Instagram,2024-04-20 06:32:11,2024-05-21 18:19:22,photo,"देखिए आज रात 10 बजे सिर्फ इंडिया टीवी पर 'आप की अदालत' में...

| #AapKiAdalat | #IndiaTV | #ChiragPaswanInAapkiAdalat",https://www.instagram.com/p/C5-SzowPFn9/,596533,1.0955456201,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/439294686_401773199322604_8049830651799781904_n.heic?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=-ya31WH_8TcQ7kNvgFPp_fi&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBLMG7JeszMHqo9mBgD0KHvGV9iGtIFtTB0sYL9-LVXtg&oe=665EF719', 'height': 889, 'width': 711}]",False,hi,0,8063839|3350197886099675645,13153,79,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,"लोक जनशक्ति पार्टी के राष्ट्रीय अध्यक्ष चिराग पासवान रजत शर्मा की अदालत में TMSANT आप की अदालत शनिवार, 20 अप्ैल रात 10बजे सिर्फ इंडिया सर्फइंडियाटीवीपर टीवी पर For Advertising Solutions, Contact: For DigitalAdvertising Digital vertising Solutions Nationa Sudipto Chowdhuri: +919873088842 South: Supreeth Gondkar +919845776278 E-mail adsales@Indiatvnews. com Contact: Faizan Ahmad: +91 North: Manan Sheel Bhasin +91 9899410892 East Shyamotpal Chanda: +919830973571 8115 16022 E-mail :faizanahrmad@lindiatvnews.com",,"watch tonight in aap ki court on india tv only at 10 pm 

aapkiadalat indiatv chiraagpaswaninaapkiadalat","In the court of Lok Janshakti Party National President Chirag Paswan Rajat Sharma, TMSANT AAP's court on Saturday, 20 o'clock at 10 pm, for advertising solutions, contact: for digitaladvertising digital vertising Solutions Nationa Sudipto Chowdipto Chowdipto Chowdhuri: Th: Supreeth Gondkar +919845776278 e-mail adsales@indiayatvnews.com contact: faizan ahmad: +91 north: manan sheel bhasin +91 9899410892",-1,['../images\\image_3528_0.jpg'],"आप की | ex
अठालत | seadan

For Advertising Solutions, Contact National: Sudipto Chowdhurl: +99873088842. | North, Manan Sheel Bhasin +9] 989940892
South Supreeth Gondkar +99845776278 | East Shyamotpal Chanda: +949830973574
(४ E-mail adsales@indiatvnews.com

For Digital Advertising Solutons, Contact, Faizan Ahmad: +97 98495 46022 or E-mai: faizanahmad@indiatvnews.com
","आप की | ex
अठालत | seadan

For Advertising Solutions, Contact National: Sudipto Chowdhurl: +99873088842. | North, Manan Sheel Bhasin +9] 989940892
South Supreeth Gondkar +99845776278 | East Shyamotpal Chanda: +949830973574
(४ E-mail adsales@indiatvnews.com

For Digital Advertising Solutons, Contact, Faizan Ahmad: +97 98495 46022 or E-mai: faizanahmad@indiatvnews.com",ichiragpaswan,LJSP,Left
3530,3.350189083e+28,Instagram,2024-04-20 06:14:42,2024-05-21 18:19:31,photo,"ध्यान रहे 
एक भी वोट घटने न पाये
एक भी वोट बंटने ना पाए

कहो दिल से - दानिश अली फिर से 

#KunwarDanishAli #Amroha #VoteForCongress #INDIAllaince",https://www.instagram.com/p/C5-QziKpbUH/,55497,7.4193083573,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t39.30808-6/438253751_18225553579276828_7075610514259127481_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=nl5SqQMv2ZgQ7kNvgEy7tCY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBoye2s5UTnRS45Naiyqp2wIs-2qMRZsrLNhQzdRLp0xg&oe=6652A9A9', 'height': 1599, 'width': 1599}]",False,hi,0,8063842|3350189082933572871,10244,54,1376,12,8063842,Kunwar Danish Ali,kunwar_danish_ali,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/67374043_715661608871111_2284086225310580736_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=J7qA1ahOp2AQ7kNvgGkRpxV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDG3iQCRU1ASCQhdqkqGKrVGwJcX0teUIrN5eJyHsPryg&oe=6661A7B6,69762,https://www.instagram.com/kunwar_danish_ali/,Instagram,8226772827,True,कहो दिल से दानिश अली फिर से 2 कुँवरदानिथअ कुँंबरदानिशअली अली! 3 4 6 बैलटन. 2 कुँबर दानिश अली काँग्रेस प्रत्याशी (इंडिया गठबंधन) अमरोहा लोकसभा क्षेत्र,,"keep in mind
do not get a single vote decreasing
do not be able to distribute a single vote

say from the heart  danish ali again

kunwardanishali amroha voteforcongress","Say, Danish Ali again from Danish Ali, Kunvardanith, Ali!3 4 6 Balleton.2 Kumbar Danish Ali Congress candidate (India alliance) Amroha Lok Sabha constituency",-1,[None],,,kunwar_danish_ali,BSP,Left
